 ,Area,Min,Max
1235,333,0,0
1236,312,0,0
1237,328,0,0
1238,219,0,0
1239,340,0,0
1240,358,0,0
1241,387,0,0
1242,199,0,0
1243,313,0,0
1244,379,0,0
1245,390,0,0
1246,303,0,0
1247,436,0,0
1248,437,0,0
1249,381,0,0
1250,305,0,0
1251,267,0,0
1252,331,0,0
1253,334,0,0
1254,159,0,0
1255,422,0,0
1256,333,0,0
1257,315,0,0
1258,434,0,0
1259,209,0,0
1260,274,0,0
1261,312,0,0
1262,331,0,0
1263,295,0,0
1264,355,0,0
1265,62,0,0
1266,291,0,0
1267,252,0,0
1268,437,0,0
1269,372,0,0
1270,384,0,0
1271,344,0,0
1272,305,0,0
1273,233,0,0
1274,321,0,0
1275,280,0,0
1276,323,0,0
1277,328,0,0
1278,302,0,0
1279,272,0,0
1280,222,0,0
1281,376,0,0
1282,329,0,0
1283,424,0,0
1284,311,0,0
1285,309,0,0
1286,494,0,0
1287,334,0,0
1288,336,0,0
1289,335,0,0
1290,327,0,0
1291,237,0,0
1292,242,0,0
1293,338,0,0
1294,472,0,0
1295,306,0,0
1296,306,0,0
1297,244,0,0
1298,372,0,0
1299,333,0,0
1300,376,0,0
1301,308,0,0
1302,425,0,0
1303,469,0,0
1304,202,0,0
1305,279,0,0
1306,328,0,0
1307,381,0,0
1308,464,0,0
1309,419,0,0
1310,335,0,0
1311,298,0,0
1312,330,0,0
1313,207,0,0
1314,346,0,0
1315,27,0,0
1316,340,0,0
1317,469,0,0
1318,256,0,0
1319,314,0,0
1320,454,0,0
1321,317,0,0
1322,44,0,0
1323,326,0,0
1324,56,0,0
1325,326,0,0
1326,317,0,0
1327,326,0,0
1328,346,0,0
1329,447,0,0
1330,388,0,0
1331,339,0,0
1332,312,0,0
1333,289,0,0
1334,362,0,0
1335,315,0,0
1336,410,0,0
1337,387,0,0
1338,278,0,0
1339,292,0,0
1340,458,0,0
1341,299,0,0
1342,192,0,0
1343,296,0,0
1344,282,0,0
1345,370,0,0
1346,310,0,0
1347,308,0,0
1348,332,0,0
1349,337,0,0
1350,325,0,0
1351,306,0,0
1352,360,0,0
1353,344,0,0
1354,259,0,0
1355,289,0,0
1356,291,0,0
1357,451,0,0
1358,320,0,0
1359,469,0,0
1360,323,0,0
1361,335,0,0
1362,330,0,0
1363,293,0,0
1364,342,0,0
1365,207,0,0
1366,486,0,0
1367,285,0,0
1368,280,0,0
1369,296,0,0
1370,305,0,0
1371,440,0,0
1372,349,0,0
1373,296,0,0
1374,316,0,0
1375,359,0,0
1376,366,0,0
1377,499,0,0
1378,324,0,0
1379,235,0,0
1380,32,0,0
1381,409,0,0
1382,27,0,0
1383,324,0,0
1384,152,0,0
1385,494,0,0
1386,278,0,0
1387,389,0,0
1388,292,0,0
1389,45,0,0
1390,380,0,0
1391,363,0,0
1392,308,0,0
1393,275,0,0
1394,491,0,0
1395,326,0,0
1396,496,0,0
1397,446,0,0
1398,342,0,0
1399,42,0,0
1400,335,0,0
1401,312,0,0
1402,285,0,0
1403,307,0,0
1404,307,0,0
1405,385,0,0
1406,360,0,0
1407,315,0,0
1408,483,0,0
1409,331,0,0
1410,311,0,0
1411,300,0,0
1412,301,0,0
1413,374,0,0
1414,348,0,0
1415,346,0,0
1416,353,0,0
1417,471,0,0
1418,328,0,0
1419,320,0,0
1420,332,0,0
1421,301,0,0
1422,339,0,0
1423,443,0,0
1424,450,0,0
1425,322,0,0
1426,477,0,0
1427,330,0,0
1428,396,0,0
1429,398,0,0
1430,323,0,0
1431,378,0,0
1432,348,0,0
1433,303,0,0
1434,316,0,0
1435,449,0,0
1436,312,0,0
1437,346,0,0
1438,278,0,0
1439,311,0,0
1440,415,0,0
1441,302,0,0
1442,208,0,0
1443,339,0,0
1444,215,0,0
1445,315,0,0
1446,279,0,0
1447,490,0,0
1448,466,0,0
1449,317,0,0
1450,468,0,0
1451,363,0,0
1452,324,0,0
1453,294,0,0
1454,329,0,0
1455,285,0,0
1456,477,0,0
1457,363,0,0
1458,289,0,0
1459,320,0,0
1460,310,0,0
1461,321,0,0
1462,447,0,0
1463,316,0,0
1464,350,0,0
1465,315,0,0
1466,356,0,0
1467,398,0,0
1468,388,0,0
1469,358,0,0
1470,198,0,0
1471,189,0,0
1472,296,0,0
1473,140,0,0
1474,292,0,0
1475,250,0,0
1476,352,0,0
1477,307,0,0
1478,340,0,0
1479,321,0,0
1480,298,0,0
1481,334,0,0
1482,464,0,0
1483,319,0,0
1484,413,0,0
1485,144,0,0
1486,304,0,0
1487,307,0,0
1488,328,0,0
1489,389,0,0
1490,253,0,0
1491,234,0,0
1492,298,0,0
1493,299,0,0
1494,218,0,0
1495,455,0,0
1496,318,0,0
1497,377,0,0
1498,466,0,0
1499,325,0,0
1500,335,0,0
1501,303,0,0
1502,307,0,0
1503,293,0,0
1504,323,0,0
1505,324,0,0
1506,361,0,0
1507,357,0,0
1508,342,0,0
1509,207,0,0
1510,294,0,0
1511,211,0,0
1512,339,0,0
1513,240,0,0
1514,333,0,0
1515,441,0,0
1516,386,0,0
1517,326,0,0
1518,357,0,0
1519,318,0,0
1520,342,0,0
1521,342,0,0
1522,451,0,0
1523,311,0,0
1524,343,0,0
1525,347,0,0
1526,338,0,0
1527,315,0,0
1528,322,0,0
1529,419,0,0
1530,342,0,0
1531,295,0,0
1532,452,0,0
1533,334,0,0
1534,391,0,0
1535,67,0,0
1536,343,0,0
1537,296,0,0
1538,381,0,0
1539,337,0,0
1540,336,0,0
1541,184,0,0
1542,475,0,0
1543,331,0,0
1544,103,0,0
1545,297,0,0
1546,299,0,0
1547,350,0,0
1548,499,0,0
1549,356,0,0
1550,341,0,0
1551,381,0,0
1552,366,0,0
1553,334,0,0
1554,475,0,0
1555,332,0,0
1556,264,0,0
1557,308,0,0
1558,240,0,0
1559,129,0,0
1560,330,0,0
1561,341,0,0
1562,368,0,0
1563,322,0,0
1564,351,0,0
1565,438,0,0
1566,431,0,0
1567,347,0,0
1568,330,0,0
1569,457,0,0
1570,327,0,0
1571,303,0,0
1572,292,0,0
1573,329,0,0
1574,369,0,0
1575,277,0,0
1576,320,0,0
1577,324,0,0
1578,354,0,0
1579,356,0,0
1580,491,0,0
1581,463,0,0
1582,454,0,0
1583,335,0,0
1584,379,0,0
1585,291,0,0
1586,310,0,0
1587,331,0,0
1588,475,0,0
1589,381,0,0
1590,248,0,0
1591,346,0,0
1592,447,0,0
1593,260,0,0
1594,323,0,0
1595,295,0,0
1596,417,0,0
1597,187,0,0
1598,476,0,0
1599,355,0,0
1600,315,0,0
1601,398,0,0
1602,360,0,0
1603,459,0,0
1604,347,0,0
1605,170,0,0
1606,444,0,0
1607,341,0,0
1608,360,0,0
1609,278,0,0
1610,325,0,0
1611,384,0,0
1612,426,0,0
1613,423,0,0
1614,476,0,0
1615,274,0,0
1616,315,0,0
1617,333,0,0
1618,364,0,0
1619,294,0,0
1620,301,0,0
1621,313,0,0
1622,318,0,0
1623,346,0,0
1624,296,0,0
1625,164,0,0
1626,333,0,0
1627,314,0,0
1628,396,0,0
1629,477,0,0
1630,282,0,0
1631,403,0,0
1632,348,0,0
1633,268,0,0
1634,217,0,0
1635,215,0,0
1636,491,0,0
1637,320,0,0
1638,458,0,0
1639,220,0,0
1640,459,0,0
1641,477,0,0
1642,412,0,0
1643,418,0,0
1644,314,0,0
1645,204,0,0
1646,485,0,0
1647,348,0,0
1648,86,0,0
1649,252,0,0
1650,373,0,0
1651,441,0,0
1652,189,0,0
1653,344,0,0
1654,477,0,0
1655,380,0,0
1656,340,0,0
1657,228,0,0
1658,369,0,0
1659,299,0,0
1660,470,0,0
1661,342,0,0
1662,372,0,0
1663,309,0,0
1664,360,0,0
1665,258,0,0
1666,404,0,0
1667,329,0,0
1668,338,0,0
1669,361,0,0
1670,278,0,0
1671,498,0,0
1672,340,0,0
1673,369,0,0
1674,236,0,0
1675,468,0,0
1676,326,0,0
1677,352,0,0
1678,439,0,0
1679,438,0,0
1680,425,0,0
1681,405,0,0
1682,311,0,0
1683,333,0,0
1684,319,0,0
1685,488,0,0
1686,389,0,0
1687,317,0,0
1688,325,0,0
1689,276,0,0
1690,366,0,0
1691,345,0,0
1692,364,0,0
1693,232,0,0
1694,284,0,0
1695,455,0,0
1696,442,0,0
1697,329,0,0
1698,329,0,0
1699,334,0,0
1700,331,0,0
1701,318,0,0
1702,318,0,0
1703,470,0,0
1704,386,0,0
1705,362,0,0
1706,354,0,0
1707,465,0,0
1708,258,0,0
1709,193,0,0
1710,298,0,0
1711,371,0,0
1712,410,0,0
1713,485,0,0
1714,196,0,0
1715,383,0,0
1716,290,0,0
1717,458,0,0
1718,300,0,0
1719,315,0,0
1720,336,0,0
1721,376,0,0
1722,297,0,0
1723,207,0,0
1724,476,0,0
1725,294,0,0
1726,307,0,0
1727,201,0,0
1728,443,0,0
1729,300,0,0
1730,314,0,0
1731,304,0,0
1732,286,0,0
1733,290,0,0
1734,303,0,0
1735,306,0,0
1736,397,0,0
1737,193,0,0
1738,468,0,0
1739,243,0,0
1740,378,0,0
1741,441,0,0
1742,332,0,0
1743,424,0,0
1744,325,0,0
1745,406,0,0
1746,266,0,0
1747,280,0,0
1748,431,0,0
1749,288,0,0
1750,280,0,0
1751,194,0,0
1752,175,0,0
1753,269,0,0
1754,320,0,0
1755,274,0,0
1756,280,0,0
1757,482,0,0
1758,339,0,0
1759,388,0,0
1760,274,0,0
1761,331,0,0
1762,467,0,0
1763,475,0,0
1764,285,0,0
1765,419,0,0
1766,320,0,0
1767,278,0,0
1768,272,0,0
1769,362,0,0
1770,345,0,0
1771,391,0,0
1772,236,0,0
1773,348,0,0
1774,369,0,0
1775,312,0,0
1776,348,0,0
1777,267,0,0
1778,247,0,0
1779,332,0,0
1780,359,0,0
1781,267,0,0
1782,165,0,0
1783,184,0,0
1784,307,0,0
1785,255,0,0
1786,322,0,0
1787,312,0,0
1788,365,0,0
1789,360,0,0
1790,248,0,0
1791,435,0,0
1792,313,0,0
1793,251,0,0
1794,402,0,0
1795,299,0,0
1796,398,0,0
1797,235,0,0
1798,353,0,0
1799,282,0,0
1800,372,0,0
1801,352,0,0
1802,262,0,0
1803,325,0,0
1804,433,0,0
1805,487,0,0
1806,367,0,0
1807,226,0,0
1808,325,0,0
1809,436,0,0
1810,442,0,0
1811,182,0,0
1812,304,0,0
1813,218,0,0
1814,500,0,0
1815,265,0,0
1816,212,0,0
1817,437,0,0
1818,478,0,0
1819,281,0,0
1820,365,0,0
1821,457,0,0
1822,278,0,0
1823,472,0,0
1824,231,0,0
1825,256,0,0
1826,189,0,0
1827,289,0,0
1828,179,0,0
1829,190,0,0
1830,360,0,0
1831,189,0,0
1832,308,0,0
1833,321,0,0
1834,291,0,0
1835,206,0,0
1836,391,0,0
1837,190,0,0
1838,474,0,0
1839,493,0,0
1840,209,0,0
1841,440,0,0
1842,434,0,0
1843,306,0,0
1844,434,0,0
1845,427,0,0
1846,292,0,0
1847,319,0,0
1848,292,0,0
1849,321,0,0
1850,407,0,0
1851,306,0,0
1852,255,0,0
1853,257,0,0
1854,371,0,0
1855,244,0,0
1856,420,0,0
1857,452,0,0
1858,490,0,0
1859,310,0,0
1860,326,0,0
1861,380,0,0
1862,414,0,0
1863,269,0,0
1864,270,0,0
1865,291,0,0
1866,314,0,0
1867,415,0,0
1868,262,0,0
1869,413,0,0
1870,297,0,0
1871,277,0,0
1872,271,0,0
1873,294,0,0
1874,283,0,0
1875,365,0,0
1876,355,0,0
1877,305,0,0
1878,282,0,0
1879,432,0,0
1880,278,0,0
1881,433,0,0
1882,307,0,0
1883,213,0,0
1884,389,0,0
1885,336,0,0
1886,306,0,0
1887,212,0,0
1888,477,0,0
1889,310,0,0
1890,250,0,0
1891,325,0,0
1892,495,0,0
1893,278,0,0
1894,309,0,0
1895,288,0,0
1896,490,0,0
1897,488,0,0
1898,323,0,0
1899,286,0,0
1900,303,0,0
1901,222,0,0
1902,293,0,0
1903,493,0,0
1904,357,0,0
1905,308,0,0
1906,248,0,0
1907,323,0,0
1908,294,0,0
1909,332,0,0
1910,313,0,0
1911,356,0,0
1912,477,0,0
1913,279,0,0
1914,370,0,0
1915,332,0,0
1916,372,0,0
1917,247,0,0
1918,433,0,0
1919,364,0,0
1920,304,0,0
1921,321,0,0
1922,272,0,0
1923,365,0,0
1924,290,0,0
1925,304,0,0
1926,316,0,0
1927,328,0,0
1928,362,0,0
1929,427,0,0
1930,307,0,0
1931,313,0,0
1932,389,0,0
1933,421,0,0
1934,317,0,0
1935,433,0,0
1936,300,0,0
1937,213,0,0
1938,335,0,0
1939,295,0,0
1940,471,0,0
1941,285,0,0
1942,294,0,0
1943,261,0,0
1944,354,0,0
1945,318,0,0
1946,338,0,0
1947,276,0,0
1948,393,0,0
1949,354,0,0
1950,365,0,0
1951,338,0,0
1952,314,0,0
1953,362,0,0
1954,333,0,0
1955,262,0,0
1956,375,0,0
1957,324,0,0
1958,277,0,0
1959,240,0,0
1960,272,0,0
1961,355,0,0
1962,437,0,0
1963,329,0,0
1964,310,0,0
1965,305,0,0
1966,319,0,0
1967,415,0,0
1968,341,0,0
1969,394,0,0
1970,252,0,0
1971,354,0,0
1972,328,0,0
1973,359,0,0
1974,322,0,0
1975,412,0,0
1976,443,0,0
1977,330,0,0
1978,342,0,0
1979,414,0,0
1980,341,0,0
1981,175,0,0
1982,325,0,0
1983,320,0,0
1984,96,0,0
1985,496,0,0
1986,294,0,0
1987,401,0,0
1988,321,0,0
1989,468,0,0
1990,335,0,0
1991,371,0,0
1992,368,0,0
1993,436,0,0
1994,427,0,0
1995,344,0,0
1996,313,0,0
1997,315,0,0
1998,340,0,0
1999,325,0,0
2000,369,0,0
2001,385,0,0
2002,335,0,0
2003,292,0,0
2004,355,0,0
2005,458,0,0
2006,353,0,0
2007,338,0,0
2008,298,0,0
2009,303,0,0
2010,316,0,0
2011,300,0,0
2012,304,0,0
2013,322,0,0
2014,261,0,0
2015,407,0,0
2016,484,0,0
2017,321,0,0
2018,345,0,0
2019,314,0,0
2020,360,0,0
2021,324,0,0
2022,306,0,0
2023,327,0,0
2024,297,0,0
2025,491,0,0
2026,451,0,0
2027,326,0,0
2028,382,0,0
2029,295,0,0
2030,408,0,0
2031,342,0,0
2032,425,0,0
2033,326,0,0
2034,384,0,0
2035,330,0,0
2036,303,0,0
2037,287,0,0
2038,265,0,0
2039,313,0,0
2040,387,0,0
2041,481,0,0
2042,271,0,0
2043,228,0,0
2044,323,0,0
2045,327,0,0
2046,317,0,0
2047,446,0,0
2048,405,0,0
2049,249,0,0
2050,312,0,0
2051,376,0,0
2052,321,0,0
2053,386,0,0
2054,456,0,0
2055,320,0,0
2056,228,0,0
2057,486,0,0
2058,324,0,0
2059,320,0,0
2060,322,0,0
2061,362,0,0
2062,327,0,0
2063,375,0,0
2064,322,0,0
2065,429,0,0
2066,318,0,0
2067,343,0,0
2068,327,0,0
2069,341,0,0
2070,334,0,0
2071,301,0,0
2072,333,0,0
2073,377,0,0
2074,291,0,0
2075,344,0,0
2076,344,0,0
2077,285,0,0
2078,295,0,0
2079,316,0,0
2080,342,0,0
2081,317,0,0
2082,324,0,0
2083,313,0,0
2084,250,0,0
2085,413,0,0
2086,375,0,0
2087,326,0,0
2088,459,0,0
2089,399,0,0
2090,326,0,0
2091,335,0,0
2092,270,0,0
2093,310,0,0
2094,375,0,0
2095,313,0,0
2096,394,0,0
2097,303,0,0
2098,333,0,0
2099,193,0,0
2100,268,0,0
2101,316,0,0
2102,353,0,0
2103,332,0,0
2104,317,0,0
2105,299,0,0
2106,195,0,0
2107,351,0,0
2108,348,0,0
2109,374,0,0
2110,324,0,0
2111,251,0,0
2112,333,0,0
2113,369,0,0
2114,448,0,0
2115,363,0,0
2116,446,0,0
2117,359,0,0
2118,292,0,0
2119,321,0,0
2120,215,0,0
2121,361,0,0
2122,376,0,0
2123,404,0,0
2124,425,0,0
2125,215,0,0
2126,415,0,0
2127,428,0,0
2128,456,0,0
2129,180,0,0
2130,385,0,0
2131,414,0,0
2132,298,0,0
2133,381,0,0
2134,416,0,0
2135,345,0,0
2136,336,0,0
2137,432,0,0
2138,364,0,0
2139,344,0,0
2140,403,0,0
2141,456,0,0
2142,175,0,0
2143,319,0,0
2144,475,0,0
2145,488,0,0
2146,173,0,0
2147,406,0,0
2148,198,0,0
2149,360,0,0
2150,343,0,0
2151,495,0,0
2152,362,0,0
2153,365,0,0
2154,319,0,0
2155,493,0,0
2156,446,0,0
2157,373,0,0
2158,317,0,0
2159,369,0,0
2160,334,0,0
2161,365,0,0
2162,422,0,0
2163,436,0,0
2164,458,0,0
2165,401,0,0
2166,385,0,0
2167,356,0,0
2168,330,0,0
2169,376,0,0
2170,205,0,0
2171,218,0,0
2172,378,0,0
2173,339,0,0
2174,495,0,0
2175,426,0,0
2176,390,0,0
2177,346,0,0
2178,252,0,0
2179,330,0,0
2180,357,0,0
2181,422,0,0
2182,362,0,0
2183,427,0,0
2184,384,0,0
2185,402,0,0
2186,321,0,0
2187,330,0,0
2188,430,0,0
2189,354,0,0
2190,257,0,0
2191,204,0,0
2192,361,0,0
2193,359,0,0
2194,332,0,0
2195,396,0,0
2196,352,0,0
2197,273,0,0
2198,356,0,0
2199,329,0,0
2200,438,0,0
2201,406,0,0
2202,427,0,0
2203,405,0,0
2204,425,0,0
2205,283,0,0
2206,303,0,0
2207,420,0,0
2208,241,0,0
2209,306,0,0
2210,393,0,0
2211,280,0,0
2212,398,0,0
2213,259,0,0
2214,463,0,0
2215,365,0,0
2216,355,0,0
2217,334,0,0
2218,361,0,0
2219,412,0,0
2220,294,0,0
2221,423,0,0
2222,406,0,0
2223,410,0,0
2224,499,0,0
2225,420,0,0
2226,342,0,0
2227,402,0,0
2228,401,0,0
2229,325,0,0
2230,415,0,0
2231,364,0,0
2232,392,0,0
2233,396,0,0
2234,398,0,0
2235,420,0,0
2236,387,0,0
2237,446,0,0
2238,487,0,0
2239,372,0,0
2240,495,0,0
2241,349,0,0
2242,478,0,0
2243,420,0,0
2244,338,0,0
2245,357,0,0
2246,360,0,0
2247,379,0,0
2248,387,0,0
2249,370,0,0
2250,403,0,0
2251,237,0,0
2252,339,0,0
2253,363,0,0
2254,472,0,0
2255,351,0,0
2256,494,0,0
2257,358,0,0
2258,412,0,0
2259,357,0,0
2260,381,0,0
2261,469,0,0
2262,331,0,0
2263,481,0,0
2264,335,0,0
2265,371,0,0
2266,211,0,0
2267,350,0,0
2268,352,0,0
2269,366,0,0
2270,433,0,0
2271,360,0,0
2272,390,0,0
2273,345,0,0
2274,333,0,0
2275,343,0,0
2276,400,0,0
2277,391,0,0
2278,473,0,0
2279,326,0,0
2280,351,0,0
2281,449,0,0
2282,403,0,0
2283,369,0,0
2284,459,0,0
2285,372,0,0
2286,375,0,0
2287,419,0,0
2288,414,0,0
2289,453,0,0
2290,493,0,0
2291,364,0,0
2292,461,0,0
2293,400,0,0
2294,374,0,0
2295,360,0,0
2296,427,0,0
2297,412,0,0
2298,417,0,0
2299,357,0,0
2300,413,0,0
2301,434,0,0
2302,395,0,0
2303,348,0,0
2304,360,0,0
2305,494,0,0
2306,428,0,0
2307,389,0,0
2308,334,0,0
2309,439,0,0
2310,406,0,0
2311,375,0,0
2312,200,0,0
2313,387,0,0
2314,437,0,0
2315,374,0,0
2316,397,0,0
2317,400,0,0
2318,462,0,0
2319,344,0,0
2320,319,0,0
2321,365,0,0
2322,351,0,0
2323,408,0,0
2324,317,0,0
2325,389,0,0
2326,242,0,0
2327,319,0,0
2328,393,0,0
2329,414,0,0
2330,486,0,0
2331,393,0,0
2332,396,0,0
2333,384,0,0
2334,303,0,0
2335,446,0,0
2336,419,0,0
2337,362,0,0
2338,453,0,0
2339,286,0,0
2340,401,0,0
2341,372,0,0
2342,331,0,0
2343,383,0,0
2344,461,0,0
2345,273,0,0
2346,451,0,0
2347,261,0,0
2348,326,0,0
2349,445,0,0
2350,405,0,0
2351,399,0,0
2352,447,0,0
2353,281,0,0
2354,363,0,0
2355,408,0,0
2356,434,0,0
2357,428,0,0
2358,391,0,0
2359,365,0,0
2360,272,0,0
2361,401,0,0
2362,417,0,0
2363,285,0,0
2364,250,0,0
2365,420,0,0
2366,242,0,0
2367,397,0,0
2368,391,0,0
2369,377,0,0
2370,385,0,0
2371,428,0,0
2372,370,0,0
2373,338,0,0
2374,296,0,0
2375,387,0,0
2376,479,0,0
2377,378,0,0
2378,384,0,0
2379,382,0,0
2380,426,0,0
2381,478,0,0
2382,256,0,0
2383,265,0,0
2384,381,0,0
2385,425,0,0
2386,490,0,0
2387,428,0,0
2388,360,0,0
2389,311,0,0
2390,298,0,0
2391,257,0,0
